BELGE_NO,TARIH,STOK_KODU,STOK_ADI,MIKTAR,BİRİM,BR_FIYAT,TOPLAM_FIYAT,CARI_ISIM
000000000001671,19.01.2026,OF00000913,"40*30*1,5mm DKP PROFİL",30.00,BOY,287.67,"8,630.03",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,OF00001099,3000*1500*1MM DKP SAC,5.00,PLK,"1,095.33","5,476.67",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,OF00001099,3000*1500*1MM DKP SAC,4.00,PLK,"1,095.33","4,381.33",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,OF00001163,"20*20*1,5MM DKP PROFİL",50.00,BOY,162.45,"8,122.62",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,OF00001183,3000*1500*3MM HRP SAC,3.00,PLK,"3,016.00","9,048.00",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,OF00001185,3000*1500*5MM HRP SAC,3.00,PLK,"5,104.00","15,312.00",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,OF00006426,"30*30*1,5 MM DKP PROFİL",20.00,BOY,248.35,"4,966.94",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,OF00006512,"30*20*1,5 MM DKP PROFİL",10.00,BOY,206.27,"2,062.74",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000001671,19.01.2026,PRJ0000139,"40*20*1,5MM DKP PROFİL",50.00,BOY,248.35,"12,417.36",YAKUP YILMAZ BORU PROFİL YAPI MALZEMELERİ İNŞAAT MAKİNA DIŞ TİCARET SANAYİ VE TİCARET AŞ.
000000000002217,19.01.2026,OF00006550,RAL INOX 7890 BONDED BOYA,5.00,KG,375.94,"1,879.68",İBA KİMYA SANAYİ ve TİC.A.Ş.
000000000000208,20.01.2026,EV00000386,"PVC 22*0,80 SİYAH DOĞAL YZ. (YILDIZ ENT. VT-037)","1,085.00",MT,4.43,"4,810.56",ARMADA ORMAN ÜRÜNLERİ VE HIRDAVAT SAN.TİC.LTD.ŞTİ.
000000000000829,20.01.2026,OF00000018,MESAN METAL YUVARLAK  TV ALTI  0016C,4.00,AD,250.00,"1,000.00",ADEM KOÇ PLASTİK TURZ.İNŞ.TEKS.GIDA İML.SAN.VE TİC.LTD.ŞTİ.
000000000001753,20.01.2026,OF00005065,GÜNDER GÖKTUĞ,3.00,MT,219.14,657.42,GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000001790,20.01.2026,OF00005077,GÜNDER ASOS,51.00,MT,247.91,"12,643.41",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002001,20.01.2026,OF00005047,AŞANTEKS VIVA,17.00,MT,213.31,"3,626.19",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002001,20.01.2026,OF00005047,AŞANTEKS VIVA,18.00,MT,213.31,"3,839.49",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000000068,21.01.2026,OF00006124,KROM KONİK 80LİK AMORTİSÖR,160.00,AD,115.00,"18,400.00",VERDORO MOBİLYA SAN.VE DIŞ TİC.LTD.ŞTİ.
000000000000408,21.01.2026,OF00006366,"D14 BEYAZ 2,5*140*240 SÜNGER",216.00,AD,147.35,"31,827.60",YAVUZ SÜNGER A.Ş.
000000000000408,21.01.2026,OF00006545,"D14 BEYAZ 1,3*140*240 SÜNGER",210.00,AD,76.62,"16,090.20",YAVUZ SÜNGER A.Ş.
000000000000518,21.01.2026,EV00000196,HAM MDF 2100*2800*18MM,22.00,AD,"1,347.09","29,635.89",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000607,21.01.2026,MKN00000003,FAB.GENEL MAKİNA BAKIM SARF MAL.(ELEKTRİKLİ EL ALETLERİ),1.00,AD,"14,705.12","14,705.12",TEZCAN ELEKTRİK BOBİNAJ İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000001051,21.01.2026,OF00001425,LED ŞERİT 3 CHİPLİ İÇ MEKAN GÜN IŞIĞI 12 VOLT SİLİKONSUZ KENDİNDEN YAPIŞKANLI,20.00,MT,56.35,"1,127.07",SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000001051,21.01.2026,PRJ0001659,12V/15 AMPER  SLİM LED TRAFOSU,2.00,AD,381.47,762.94,SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000001135,21.01.2026,MHT0000002,MUHTELİF MDFLAM - FREZYA MDFLAM 210*280 18 MM,3.00,AD,"2,166.67","6,500.00",AK YAPI ÜRETİM SAN. VE TİC.A.Ş.
000000000001918,21.01.2026,OF00005062,GÜNDER MARTİN,7.00,MT,202.96,"1,420.72",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002101,21.01.2026,OF00005015,AŞANTEKS ZEUGMA,40.00,MT,320.87,"12,834.73",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002101,21.01.2026,OF00005015,AŞANTEKS ZEUGMA,13.00,MT,320.87,"4,171.29",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002101,21.01.2026,OF00005018,AŞANTEKS COTTON,35.00,MT,303.13,"10,609.44",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002101,21.01.2026,OF00005029,AŞANTEKS RIVA,3.50,MT,235.20,823.21,AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002101,21.01.2026,OF00005047,AŞANTEKS VIVA,47.00,MT,214.93,"10,101.52",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002688,21.01.2026,OF00006550,RAL INOX 7890 BONDED BOYA,5.00,KG,380.18,"1,900.88",İBA KİMYA SANAYİ ve TİC.A.Ş.
000000000073630,21.01.2026,PRJ0000079,"911.62.335 -Hafele Bolt 01 Sürgü Sürerek 19x151mm, Mat Paslanmaz Çelik Renk",30.00,AD,71.00,"2,130.00",BİRLİK MOBİLYA AKSESUARLARI SAN.TİC.LTD.ŞTİ.
000000000000046,22.01.2026,MHT0000008,MUHTELİF BOYA,7.00,KG,350.00,"2,450.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000205,22.01.2026,OF00001441,MERCURA 2424*1080*10MM FÜME RODAJLI TEMPERLİ CAM (ÇALIŞMA MASASI) ŞABLON ÇİZİMİ VAR,2.00,AD,"8,000.00","16,000.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000205,22.01.2026,OF00001442,MERCURA 2646*1080*10MM FÜME RODAJLI TEMPERLİ CAM (TOPLANTI MASASI) ŞABLON ÇİZİMİ VAR,2.00,AD,"8,500.00","17,000.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000205,22.01.2026,OF00001443,MERCURA 2241*322*10MM FÜME RODAJLI TEMPERLİ CAM (KONSOL ÜST CAMI) ŞABLON ÇİZİMİ VAR,2.00,AD,"1,970.00","3,940.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000205,22.01.2026,PRJ0001839,1430*452*4MM RODAJLI DÜZ AYNA,25.00,AD,458.00,"11,450.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000221,22.01.2026,OF00000641,VENTO MARKA SÜET CIRTLI S1 AYAKKABI (ÜRETİM İŞÇİ AYAKKABISI),1.00,AD,"1,750.00","1,750.00",GÜLKANLAR İŞ GÜVENLİK MLZ.VE TEKS.SAN.DAH.TİC. LTD.ŞTİ.
000000000000293,22.01.2026,OF00001460,"9,5*700 LA SPZ687 LW V KAYIŞ DAİRE TESTERE",10.00,AD,100.00,"1,000.00",ÖZDEMİR KAYIŞ MURAT ÖZDEMİR
000000000000686,22.01.2026,OF00001461,KÖMÜR NO:153 MAKİTA BAŞKESME MAKİNESİ,10.00,AD,200.00,"2,000.00",TEZCAN ELEKTRİK BOBİNAJ İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000000827,22.01.2026,MHT0000009,MUHTELİF HIRDAVAT,20.00,AD,35.00,700.00,ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001166,22.01.2026,OF00005097,SFC Design,3.50,MT,216.47,757.65,SFC TEKSTİL PAZ.VE DIŞ TİC.LTD.ŞTİ.
000000000001851,22.01.2026,HIZ,KUMAŞ KARTELASI,5.00,MT,0.20,1.00,AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002110,22.01.2026,OF00005094,GÜNDER AREL,4.50,MT,281.94,"1,268.73",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002110,22.01.2026,OF00005098,GÜNDER ORİON,36.00,MT,339.08,"12,206.88",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002894,22.01.2026,MHT0000009,MUHTELİF HIRDAVAT,2.00,AD,55.68,111.36,TAMER ELEKTRİK İMALAT SAN.TİC.LTD.ŞTİ.
000000000002894,22.01.2026,OF00001229,"TTR KABLO 3*2,5 mm",100.00,AD,52.40,"5,240.00",TAMER ELEKTRİK İMALAT SAN.TİC.LTD.ŞTİ.
000000000002986,22.01.2026,OF00000541,"KORDON KABLO 2 X 0,75",300.00,AD,3.35,"1,005.00",TAMER ELEKTRİK İMALAT SAN.TİC.LTD.ŞTİ.
000000000002986,22.01.2026,OF00000602,ERKEK FİŞ,20.00,AD,18.50,369.92,TAMER ELEKTRİK İMALAT SAN.TİC.LTD.ŞTİ.
000000000000051,23.01.2026,OF00000372,POLYESTER DOLGU VERNİĞİ,15.00,TNK,"1,986.40","29,796.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000051,23.01.2026,OF00000599,POLÜRETAN DOLGU VERNİĞİ + SERTLEŞTİRİCİSİ İLE BİRLİKTE (TAKIM),15.00,TK,"2,601.00","39,015.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000051,23.01.2026,OF00000733,"POLYESTER ASTAR BEYAZ RENK TAKIM (10KG+0,5KG HIZ.+0,5 KG SERT.)",8.00,TK,"2,089.80","16,718.38",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000051,23.01.2026,OF00000819,MDF ASTAR BEYAZ TK.,20.00,TK,"2,520.00","50,400.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000051,23.01.2026,OF00002335,POLİÜRETAN TİNER,10.00,TNK,"1,418.28","14,182.83",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000054,23.01.2026,MKN00000004,FAB.GENEL MAKİNA BAKIM SARF MAL.(LAZER CNC SAC KESİM),1.00,AD,"15,018.65","15,018.65",SEZGİN LAZER MAKİNE SAN.VE TİC.LTD.ŞTİ.
000000000000136,23.01.2026,MKN00000006,FAB.GENEL MAKİNA BAKIM SARF MAL.(ÇİFT TARAFLI BANTLAMA MAKİNASI HOMAG),1.00,AD,"175,434.26","175,434.26",DÜRR SYSTEMS MAK.MÜH.PROJ.İTH.İHR.LTD.ŞTİ.
000000000000154,23.01.2026,OF00000026,PLASTİK DÜBEL SARI ROKET 8mm,"10,000.00",AD,0.27,"2,700.00",VİPES VİDA PERÇİN MAK.İML.İTH.İHR.SAN. VE TİC.LTD.ŞTİ.
000000000000317,23.01.2026,PRJ0001803,Ø 510MM TEMPERLİ 4 MM MERMER DESENLİ CAM,1.00,AD,475.00,475.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000317,23.01.2026,PRJ0001804,Ø370MM TEMPERLİ MERMER DESEN CAM,1.00,AD,285.00,285.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000317,23.01.2026,PRJ0001811,1950*950*10 MM MERMER DESENLİ CAM,1.00,AD,"3,700.00","3,700.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000317,23.01.2026,PRJ0001819,1198*1238*4MM RODAJLI DÜZ AYNA,2.00,AD,965.00,"1,930.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000317,23.01.2026,PRJ0001845,1198*1053*4MM RODAJLI DÜZ AYNA,54.00,AD,765.00,"41,310.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000317,23.01.2026,PRJ0001846,1198*898*4MM RODAJLI DÜZ AYNA,54.00,AD,645.00,"34,830.00",KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000002206,23.01.2026,OF00005005,GÜNDER TOSKANO,19.00,MT,191.60,"3,640.40",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002206,23.01.2026,OF00005005,GÜNDER TOSKANO,2.50,MT,191.60,479.00,GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002235,23.01.2026,OF00005008,GÜNDER CHESTER,10.00,MT,220.56,"2,205.60",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002235,23.01.2026,OF00005094,GÜNDER AREL,2.00,MT,281.99,563.98,GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000000009,24.01.2026,MKN00000001,FAB.GENEL MAKİNA BAKIM SARF MAL.(TESTERE&BIÇAK&ŞERİT BİLEME),2.00,AD,"10,392.50","20,785.00",SEYİT ALİ TÜRKSEVER (SETSAN BİLEME VE MAK.İMALAT)
000000000000293,24.01.2026,OF00000721,MAKET BIÇAĞI UCU,"2,000.00",AD,2.75,"5,500.00",ÖZ DESTEK MAK.İNŞ.MET.CİV.HIRD.İTH.İHR.PAZ.SAN.TİC.LTD.ŞTİ.
000000000000054,26.01.2026,OF00000374,SELÜLOZİK TİNER 14KG,60.00,TNK,"1,208.33","72,500.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000054,26.01.2026,OF00000665,PU FULL MAT SİYAH BOYA,6.00,TNK,"4,050.00","24,300.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000054,26.01.2026,OF00000731,AKRİLİK SON KAT VERNİK,20.00,TNK,"3,442.50","68,850.00",YAVUZ BOYA TİCARET VE SAN.LTD.ŞTİ.
000000000000067,26.01.2026,OF00000573,U ZIMBA TELİ 92*40*1 MM,30.00,PK,43.00,"1,290.00",ERDEN İNŞ. SÜNGER VE SÜNGER YATAKLARI LTD.ŞTİ.
000000000000067,26.01.2026,OF00001250,U ZIMBA TELİ 92*30*1 MM,30.00,PK,43.00,"1,290.00",ERDEN İNŞ. SÜNGER VE SÜNGER YATAKLARI LTD.ŞTİ.
000000000000343,26.01.2026,MHT0000010,MUHTELİF CAM,1.00,AD,310.00,310.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000343,26.01.2026,MHT0000011,MUHTELİF AYNA,2.00,AD,225.00,450.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000343,26.01.2026,MHT0000011,MUHTELİF AYNA,2.00,AD,470.00,940.00,KARATAŞ AYNA KRİSTAL CAM MOB.İNŞ.TUR.NAK.MET.SAN.VE TİC.LTD.ŞTİ.
000000000000373,26.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,"3,360.00","3,360.00",ŞERİTÇİOĞLU SAN.TİC-İZZET ANCEL ŞERİTÇİOĞLU
000000000000524,26.01.2026,EV00000196,HAM MDF 2100*2800*18MM,20.00,AD,"1,347.09","26,941.72",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000524,26.01.2026,EV00000832,HAM MDF 2100*2800*12MM,3.00,AD,994.80,"2,984.41",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000524,26.01.2026,OF00004027,HAM MDF 2100*2800*8MM,3.00,AD,758.01,"2,274.02",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000524,26.01.2026,OF00006323,HAM MDF 2100*2800*14MM,10.00,AD,"1,253.08","12,530.76",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000598,26.01.2026,MHT0000027,MUHTELİF SUNTA,15.00,AD,854.34,"12,815.07",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000598,26.01.2026,PRJ0001616,MDFLAM 2100*2800*18MM SELENİT DOĞAL YÜZEY (YILDIZ ENT. V-823),75.00,AD,"1,785.80","133,935.20",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000598,26.01.2026,PRJ0001626,MDFLAM 2100*2800*18MM ÇÖL BEJİ NATUREL YÜZEY (YILDIZ VT_824),266.00,AD,"1,785.80","475,023.52",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000598,26.01.2026,PRJ0001626,MDFLAM 2100*2800*18MM ÇÖL BEJİ NATUREL YÜZEY (YILDIZ VT_824),34.00,AD,"1,785.80","60,717.29",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000001434,26.01.2026,OF00006439,12 VOLT COB LED GÜN IŞIĞI,50.00,MT,86.69,"4,334.63",SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000001434,26.01.2026,PRJ0000898,LED TRAFOSU 10 AMPER 12 VOLT,4.00,AD,277.42,"1,109.67",SDS ANKARA YAPI VE REKLAM ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.
000000000000519,"27,01,2026",OF00000949,D22 GRİ 4.5 LUK 120*240 SÜNGER,50,AD,326.85,"16,342.50",YAVUZ SÜNGER A.Ş.
000000000000519,"27,01,2026",OF00000950,D22 GRİ 2.5LUK 120*240 SÜNGER,90,AD,181.58,"16,342.20",YAVUZ SÜNGER A.Ş.
000000000000028,27.01.2026,MKN00000002,FAB.GENEL MAKİNA BAKIM SARF MAL.(BOYAHANE BÖLÜMÜ),1.00,AD,"37,842.00","37,842.00",SEMA COŞKUN-COŞKUN BOYA MAKİNE
000000000000116,27.01.2026,OF00001230,EL FREZE BIÇAĞI 12 MM BİLYELİ KESME BOYU 20 MM SAP 6 MM,15.00,AD,925.53,"13,882.89",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006049,CNC BIÇAK (D1 3X15X50 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006050,CNC BIÇAK (D1 4X20X50 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006345,CNC BIÇAK (D1 5X22X55 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000116,27.01.2026,OF00006544,CNC BIÇAK (D1 6X22X55 Z2 D2 6MM SAPLI) KARBÜR FREZE,10.00,AD,668.44,"6,684.35",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000000280,27.01.2026,MHT0000002,MUHTELİF MDFLAM - FREZYA MDFLAM 210*280 18 MM,4.00,AD,"2,170.00","8,680.00",AK YAPI ÜRETİM SAN. VE TİC.A.Ş.
000000000000298,27.01.2026,PRJ0000567,"PVC 22*0,80 TOPRAK DOĞAL YÜZEY (VT-459 YILDIZ UYUMLU)","1,085.00",MT,4.53,"4,916.68",ARMADA ORMAN ÜRÜNLERİ VE HIRDAVAT SAN.TİC.LTD.ŞTİ.
000000000000599,27.01.2026,MHT0000027,MUHTELİF SUNTA,2.00,AD,719.13,"1,438.26",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000599,27.01.2026,OF00004004,SLM 2100*2800*8mm KOYU GRİ (YILDIZ ENT. VT-285 NATUREL),50.00,AD,926.93,"46,346.70",ATEŞ GRUP ORMAN ÜRÜNLERİ TİC. VE SAN.A.Ş.
000000000000737,27.01.2026,MHT0000009,MUHTELİF HIRDAVAT,26.00,AD,125.00,"3,250.00",TUNELSAN ELEKTRONİK SAN.TİC.LTD.ŞTİ.
000000000000852,27.01.2026,MKN00000003,FAB.GENEL MAKİNA BAKIM SARF MAL.(ELEKTRİKLİ EL ALETLERİ),1.00,AD,665.00,665.00,TEZCAN ELEKTRİK BOBİNAJ İÇ VE DIŞ TİC.LTD.ŞTİ.
000000000001035,27.01.2026,EV00000106,"3,5*30mm SUNTA VİDASI","30,000.00",AD,0.20,"6,000.00",ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001035,27.01.2026,OF00000194,ŞEFFAF SİLİKON,48.00,AD,140.00,"6,720.00",ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001035,27.01.2026,OF00000539,"MDF VİDASI 3,5*50mm","2,000.00",AD,0.52,"1,040.00",ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001035,27.01.2026,OF00001464,GAZLI PİSTON N:80,6.00,AD,36.00,216.00,ANDA ANKARA DAĞITIM MOB.AKS.LTD.ŞTİ.
000000000001151,27.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,"2,600.00","2,600.00",ANTESAN ANKARA TESTERE SAN.İTH.İHR.LTD.ŞTİ.
000000000002228,27.01.2026,OF00005015,AŞANTEKS ZEUGMA,33.00,MT,325.48,"10,740.73",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002228,27.01.2026,OF00005015,AŞANTEKS ZEUGMA,21.00,MT,325.48,"6,835.01",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002228,27.01.2026,OF00006029,AŞANTEKS CARMEN,4.50,MT,236.52,"1,064.35",AŞANTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
000000000002497,27.01.2026,OF00005008,GÜNDER CHESTER,19.00,MT,223.98,"4,255.62",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002497,27.01.2026,OF00005062,GÜNDER MARTİN,24.00,MT,205.88,"4,941.12",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000002497,27.01.2026,OF00005064,GÜNDER SANTA FURNISOFT,9.00,MT,269.23,"2,423.07",GÜNDER TEKSTİL SAN. VE TİC.LTD.ŞTİ.
000000000003526,27.01.2026,MHT0000009,MUHTELİF HIRDAVAT,1.00,AD,23.68,23.68,TAMER ELEKTRİK İMALAT SAN.TİC.LTD.ŞTİ.
000000000003526,27.01.2026,OF00000602,ERKEK FİŞ,1.00,AD,121.60,121.60,TAMER ELEKTRİK İMALAT SAN.TİC.LTD.ŞTİ.
000000000000018,28.01.2026,MHT0000012,MUHTELİF KROM KAPLAMA İŞÇİLİĞİ,100.00,AD,520.00,"52,000.00",KAPLAN METAL TEL ÜRÜNLERİ VE YÜZEY İŞLEMİ (ÜMÜT KAPLAN)
000000000000018,28.01.2026,MHT0000013,MUHTELİF GOLD KAPLAMA İŞÇİLİĞİ,100.00,AD,250.00,"25,000.00",KAPLAN METAL TEL ÜRÜNLERİ VE YÜZEY İŞLEMİ (ÜMÜT KAPLAN)
000000000000018,28.01.2026,OF00006018,MUHTELİF POLİSAJ İŞİ,400.00,AD,175.00,"70,000.00",KAPLAN METAL TEL ÜRÜNLERİ VE YÜZEY İŞLEMİ (ÜMÜT KAPLAN)
000000000000018,28.01.2026,OF00006039,KAPLAMA İŞÇİLİĞİ NERO TOPLANTI BORU AYAĞI (ÇAP28-BOY-170MM) GOLD KAPLAMA,90.00,AD,100.00,"9,000.00",KAPLAN METAL TEL ÜRÜNLERİ VE YÜZEY İŞLEMİ (ÜMÜT KAPLAN)
000000000000018,28.01.2026,OF00006043,KAPLAMA İŞÇİLİĞİ NERO TOPLANTI MASASI YARIM AY METALİ (660MM*10MM KALINLIK),30.00,AD,250.00,"7,500.00",KAPLAN METAL TEL ÜRÜNLERİ VE YÜZEY İŞLEMİ (ÜMÜT KAPLAN)
000000000000020,28.01.2026,4400009323,RIVER TOPLANTI KOLTUĞU-MÜŞTERİ D.,6.00,AD,"6,500.00","39,000.00",MERVE ORMAN ÜRÜN.MOB.OTO GIDA NAK.İNŞ.İTH.VE İHR.SAN.TİC.LTD.ŞTİ.
000000000000020,28.01.2026,OF00000413,ARMADA MİSAFİR SIRT GÖMLEKLİ KONTRASI,162.00,AD,700.00,"113,400.00",MERVE ORMAN ÜRÜN.MOB.OTO GIDA NAK.İNŞ.İTH.VE İHR.SAN.TİC.LTD.ŞTİ.
000000000000020,28.01.2026,OF00000750,KAYIN PAPEL KAPLAMA 2mm,"2,612.00",M2,37.19,"97,150.00",MERVE ORMAN ÜRÜN.MOB.OTO GIDA NAK.İNŞ.İTH.VE İHR.SAN.TİC.LTD.ŞTİ.
000000000000079,28.01.2026,MHT0000027,MUHTELİF SUNTA,4.00,AD,425.00,"1,700.00",5K YÜZEY TEKN.ORM.ÜRN.MOB.SAN.VE TİC.A.Ş.
000000000000079,28.01.2026,OF00006460,MDFLAM 1220*2800*18MM LAMIART SOLENNE1/ESP.2100-LİGNA BİTTER PANEL,145.00,AD,"1,708.00","247,660.00",5K YÜZEY TEKN.ORM.ÜRN.MOB.SAN.VE TİC.A.Ş.
000000000000084,28.01.2026,MHT0000027,MUHTELİF SUNTA,2.00,AD,425.00,850.00,5K YÜZEY TEKN.ORM.ÜRN.MOB.SAN.VE TİC.A.Ş.
000000000000084,28.01.2026,OF00006460,MDFLAM 1220*2800*18MM LAMIART SOLENNE1/ESP.2100-LİGNA BİTTER PANEL,70.00,AD,"1,708.00","119,560.00",5K YÜZEY TEKN.ORM.ÜRN.MOB.SAN.VE TİC.A.Ş.
